ID,Line
38819,"Exile, or chains, or whatsoever worse"
38820,She might decree.
38821,_Mar._           And this is Patriotism?
38822,To me it seems the worst barbarity.
38823,"Let me seek out my husband: the sage ""Ten,"""
38824,"With all its jealousy, will hardly war"
38825,So far with a weak woman as deny me
38826,A moment's access to his dungeon.
38827,_Doge_.                          I'll
38828,"So far take on myself, as order that"
38829,You may be admitted.
38830,_Mar._              And what shall I say
38831,To Foscari from his father?
38832,_Doge_.                    That he obey
38833,The laws.
38834,_Mar._   And nothing more? Will you not see him
38835,Ere he depart? It may be the last time.
38836,_Doge_. The last!--my boy!--the last time I shall see
38837,My last of children! Tell him I will come.                  [_Exeunt_.
38838,ACT III.
38839,SCENE I.--_The prison of_ JACOPO FOSCARI.
38840,_Jac. Fos._ (_solus_).
38841,"No light, save yon faint gleam which shows me walls"
38842,"Which never echoed but to Sorrow's sounds,"
38843,"The sigh of long imprisonment, the step"
38844,Of feet on which the iron clanked the groan
38845,"Of Death, the imprecation of Despair!"
38846,"And yet for this I have returned to Venice,"
38847,"With some faint hope, 'tis true, that Time, which wears"
38848,"The marble down, had worn away the hate"
38849,"Of men's hearts; but I knew them not, and here"
38850,"Must I consume my own, which never beat"
38851,For Venice but with such a yearning as
38852,"The dove has for her distant nest, when wheeling"
38853,High in the air on her return to greet
38854,Her callow brood. What letters are these which
38855,                                              [_Approaching the wall_.
38856,Are scrawled along the inexorable wall?
38857,Will the gleam let me trace them? Ah! the names
38858,"Of my sad predecessors in this place,"
38859,"The dates of their despair, the brief words of"
38860,A grief too great for many. This stone page
38861,Holds like an epitaph their history;
38862,And the poor captive's tale is graven on
38863,"His dungeon barrier, like the lover's record"
38864,"Upon the bark of some tall tree, which bears"
38865,His own and his belovéd's name. Alas!
38866,"I recognise some names familiar to me,"
38867,"And blighted like to mine, which I will add,"
38868,"Fittest for such a chronicle as this,"
38869,"Which only can be read, as writ, by wretches."
38870,                                              [_He engraves his name_.
38871,"                 _Enter a Familiar of ""the Ten.""_"
38872,_Fam._ I bring you food.
38873,_Jac. Fos._             I pray you set it down;
38874,I am past hunger: but my lips are parched--
38875,The water!
38876,_Fam._    There.
38877,_Jac. Fos._ (_after drinking_). I thank you: I am better.
38878,_Fam._ I am commanded to inform you that
38879,Your further trial is postponed.
38880,_Jac. Fos._                     Till when?
38881,_Fam._ I know not.--It is also in my orders
38882,That your illustrious lady be admitted.
38883,"_Jac. Fos._ Ah! they relent, then--I had ceased to hope it:"
38884,'Twas time.
38885,                         _Enter_ MARINA.
38886,_Mar._     My best belovéd!
38887,"_Jac. Fos._ (_embracing her_). My true wife,"
38888,And only friend! What happiness!
38889,_Mar._                       We'll part
38890,No more.
38891,_Jac. Fos._ How! would'st thou share a dungeon?
38892,"_Mar._                                         Aye,"
38893,"The rack, the grave, all--any thing with thee,"
38894,"But the tomb last of all, for there we shall"
38895,"Be ignorant of each other, yet I will"
38896,Share that--all things except new separation;
38897,It is too much to have survived the first.
38898,How dost thou? How are those worn limbs? Alas!
38899,Why do I ask? Thy paleness----
38900,_Jac. Fos._               'Tis the joy
38901,"Of seeing thee again so soon, and so"
38902,"Without expectancy, has sent the blood"
38903,"Back to my heart, and left my cheeks like thine,"
38904,"For thou art pale too, my Marina!"
38905,_Mar._                           'Tis
38906,"The gloom of this eternal cell, which never"
38907,"Knew sunbeam, and the sallow sullen glare"
38908,"Of the familiar's torch, which seems akin"
38909,"To darkness more than light, by lending to"
38910,"The dungeon vapours its bituminous smoke,"
38911,"Which cloud whate'er we gaze on, even thine eyes--"
38912,"No, not thine eyes--they sparkle--how they sparkle!"
38913,_Jac. Fos._ And thine!--but I am blinded by the torch.
38914,_Mar._ As I had been without it. Couldst thou see here?
38915,_Jac. Fos._ Nothing at first; but use and time had taught me
38916,Familiarity with what was darkness;
38917,And the grey twilight of such glimmerings as
38918,Glide through the crevices made by the winds
38919,"Was kinder to mine eyes than the full Sun,"
38920,When gorgeously o'ergilding any towers
38921,Save those of Venice; but a moment ere
38922,Thou earnest hither I was busy writing.
38923,_Mar._ What?
38924,"_Jac. Fos._   My name: look, 'tis there--recorded next"
38925,"The name of him who here preceded me,--"
38926,If dungeon dates say true.
38927,_Mar._                    And what of him?
38928,_Jac. Fos._ These walls are silent of men's ends; they only
38929,Seem to hint shrewdly of them. Such stern walls
38930,"Were never piled on high save o'er the dead,"
38931,Or those who soon must be so.--_What of him?_
38932,"Thou askest.--What of me? may soon be asked,"
38933,With the like answer--doubt and dreadful surmise--
38934,Unless thou tell'st my tale.
38935,_Mar._                     _I speak_ of thee!
38936,_Jac. Fos._ And wherefore not? All then shall speak of me:
38937,"The tyranny of silence is not lasting,"
38938,"And, though events be hidden, just men's groans"
38939,"Will burst all cerement, even a living grave's!"
38940,"I do not _doubt_ my memory, but my life;"
38941,And neither do I fear.
38942,_Mar._                Thy life is safe.
38943,_Jac. Fos._ And liberty?
38944,_Mar._                  The mind should make its own!
38945,"_Jac. Fos._ That has a noble sound; but 'tis a sound,"
38946,"A music most impressive, but too transient:"
38947,"The Mind is much, but is not all. The Mind"
38948,"Hath nerved me to endure the risk of death,"
38949,"And torture positive, far worse than death"
38950,"(If death be a deep sleep), without a groan,"
38951,Or with a cry which rather shamed my judges
38952,"Than me; but 'tis not all, for there are things"
38953,"More woful--such as this small dungeon, where"
38954,I may breathe many years.
38955,_Mar._                 Alas! and this
38956,Small dungeon is all that belongs to thee
38957,"Of this wide realm, of which thy sire is Prince."
38958,_Jac. Fos._ That thought would scarcely aid me to endure it.
38959,"My doom is common; many are in dungeons,"
38960,"But none like mine, so near their father's palace;"
38961,"But then my heart is sometimes high, and hope"
38962,Will stream along those moted rays of light
38963,"Peopled with dusty atoms, which afford"
38964,"Our only day; for, save the gaoler's torch,"
38965,"And a strange firefly, which was quickly caught"
38966,"Last night in yon enormous spider's net,"
38967,I ne'er saw aught here like a ray. Alas!
38968,"I know if mind may bear us up, or no,"
38969,"For I have such, and shown it before men;"
38970,It sinks in solitude: my soul is social.
38971,_Mar._ I will be with thee.
38972,_Jac. Fos._              Ah! if it were so!
38973,"But _that_ they never granted--nor will grant,"
38974,And I shall be alone: no men; no books--
38975,Those lying likenesses of lying men.
38976,"I asked for even those outlines of their kind,"
38977,"Which they term annals, history, what you will,"
38978,"Which men bequeath as portraits, and they were"
38979,"Refused me,--so these walls have been my study,"
38980,"More faithful pictures of Venetian story,"
38981,"With all their blank, or dismal stains, than is"
38982,"The Hall not far from hence, which bears on high"
38983,"Hundreds of Doges, and their deeds and dates."
38984,_Mar._ I come to tell thee the result of their
38985,Last council on thy doom.
38986,_Jac. Fos._            I know it--look!
38987,"                 [_He points to his limbs, as referring to the Question"
38988,                     which he had undergone_.
38989,_Mar._ No--no--no more of that: even they relent
38990,From that atrocity.
38991,_Jac. Fos._      What then?
38992,_Mar._                       That you
38993,Return to Candia.
38994,_Jac. Fos._      Then my last hope's gone.
38995,"I could endure my dungeon, for 'twas Venice;"
38996,"I could support the torture, there was something"
38997,In my native air that buoyed my spirits up
38998,"Like a ship on the Ocean tossed by storms,"
